Date,Brand,20 Days Moving NS,BW_Vol,BW_NVol
2020-07-20,Starbucks,-0.6579665819499997,17475,-1.739291293266464
2020-07-19,Starbucks,-0.6036105299999998,19741,-1.692715612924443
2020-07-18,Starbucks,-0.83219477715,6224,-1.9705459179478746
2020-07-17,Starbucks,-0.89814197035,8841,-1.9167557346049495
2020-07-16,Starbucks,-0.9414841308499999,15325,-1.7834826934144536
2020-07-15,Starbucks,-1.0131585878,11833,-1.8552577489106306
2020-07-14,Starbucks,-1.06779885705,10041,-1.89209076708049
2020-07-13,Starbucks,-0.9940657419999998,12933,-1.8326481953465428
2020-07-12,Starbucks,-1.0491520269999994,14458,-1.8013031324508757
2020-07-11,Starbucks,-0.9701986863999996,46483,-1.1430568116418647
2020-07-10,Starbucks,-0.7499857564000001,11966,-1.8525240483433363
2020-07-09,Starbucks,-0.6864579615000002,14299,-1.8045712406478664
2020-07-08,Starbucks,-0.7139363163500001,19424,-1.699231275178821
2020-07-07,Starbucks,-0.6257520468500001,22941,-1.626942366192551
